Customer_ID,Customer_Name,Age,Gender,State,Account_Type,Account_Balance_NGN,Monthly_Income_NGN,Employment_Status,Years_With_Bank,Has_Loan,Loan_Type,Loan_Amount_NGN,Credit_Score,Monthly_Transactions,Digital_Banking_User,Account_Opening_Date
NB_000961,Customer_961,36,Male,Edo,Current,93316,589130,Employed,4.9,False,,0,442,13,True,2016-09-20 23:41:59.459729856
NB_000962,Customer_962,21,Female,Rivers,Current,38407,917782,Employed,2.1,False,,0,685,8,True,2016-09-23 13:04:28.334167072
NB_000963,Customer_963,61,Female,Osun,Fixed Deposit,35881,124224,Student,0.5,False,,0,667,17,True,2016-09-26 02:26:57.208604288
NB_000964,Customer_964,58,Male,Anambra,Fixed Deposit,294230,836443,Employed,1.1,False,,0,538,15,True,2016-09-28 15:49:26.083041504
NB_000965,Customer_965,65,Male,Anambra,Savings,128413,381292,Self-Employed,0.9,True,Auto,383616,627,14,False,2016-10-01 05:11:54.957478720
NB_000966,Customer_966,45,Male,Kaduna,Fixed Deposit,219952,594691,Self-Employed,0.4,False,,0,553,19,True,2016-10-03 18:34:23.831915936
NB_000967,Customer_967,48,Male,Oyo,Savings,773826,508062,Employed,9.7,True,,395011,651,17,True,2016-10-06 07:56:52.706353152
NB_000968,Customer_968,65,Female,Oyo,Savings,379297,109155,Self-Employed,0.5,False,,0,661,9,True,2016-10-08 21:19:21.580790368
NB_000969,Customer_969,53,Female,Osun,Current,463644,576488,Employed,0.7,False,,0,742,12,True,2016-10-11 10:41:50.455227584
NB_000970,Customer_970,51,Male,Anambra,Savings,1106359,232479,Unemployed,1.2,False,,0,656,13,True,2016-10-14 00:04:19.329664832
NB_000971,Customer_971,44,Male,Rivers,Fixed Deposit,980197,1747919,Student,0.3,False,,0,649,21,False,2016-10-16 13:26:48.204102048
NB_000972,Customer_972,24,Female,Edo,Savings,647811,750917,Employed,0.3,False,,0,580,14,True,2016-10-19 02:49:17.078539264
NB_000973,Customer_973,56,Female,Lagos,Fixed Deposit,2243571,605934,Self-Employed,0.8,False,,0,748,17,True,2016-10-21 16:11:45.952976480
NB_000974,Customer_974,48,Female,Kaduna,Savings,1137038,138310,Employed,4.5,False,,0,500,18,True,2016-10-24 05:34:14.827413696
NB_000975,Customer_975,28,Female,Imo,Savings,323885,270485,Employed,0.9,False,,0,505,19,True,2016-10-26 18:56:43.701850912
NB_000976,Customer_976,50,Female,Lagos,Current,115117,2250215,Employed,3.1,False,,0,649,10,True,2016-10-29 08:19:12.576288128
NB_000977,Customer_977,27,Male,Kaduna,Current,37873,3065597,Self-Employed,4.1,True,,5302647,728,21,False,2016-10-31 21:41:41.450725344
NB_000978,Customer_978,47,Male,Lagos,Current,164716,413406,Retired,11.6,True,,1106067,683,12,True,2016-11-03 11:04:10.325162560
NB_000979,Customer_979,46,Male,Lagos,Current,143465,404534,Employed,5.4,False,,0,827,7,True,2016-11-06 00:26:39.199599776
NB_000980,Customer_980,47,Female,Lagos,Savings,140740,428231,Employed,2.7,False,,0,714,29,False,2016-11-08 13:49:08.074036992
NB_000981,Customer_981,53,Male,Anambra,Student,67509,93207,Student,1.1,False,,0,593,17,True,2016-11-11 03:11:36.948474208
NB_000982,Customer_982,51,Male,Osun,Savings,150056,1857016,Self-Employed,2.2,False,,0,581,15,True,2016-11-13 16:34:05.822911456
NB_000983,Customer_983,68,Male,Kaduna,Current,2326941,180879,Self-Employed,6.3,True,,1762190,649,14,True,2016-11-16 05:56:34.697348672
NB_000984,Customer_984,68,Female,Osun,Current,161551,1207391,Employed,1.5,False,,0,502,13,True,2016-11-18 19:19:03.571785888
NB_000985,Customer_985,37,Male,Lagos,Current,519236,1044836,Self-Employed,0.1,False,,0,681,13,True,2016-11-21 08:41:32.446223104
NB_000986,Customer_986,52,Female,Edo,Savings,62315,331286,Employed,4.9,False,,0,708,17,True,2016-11-23 22:04:01.320660320
NB_000987,Customer_987,33,Male,Lagos,Student,48068,1812139,Employed,8.4,False,,0,759,13,True,2016-11-26 11:26:30.195097536
NB_000988,Customer_988,38,Female,Osun,Savings,221444,261810,Employed,1.4,True,,458526,668,11,True,2016-11-29 00:48:59.069534752
NB_000989,Customer_989,65,Male,Osun,Savings,1359166,559626,Employed,1.1,False,,0,515,20,False,2016-12-01 14:11:27.943971968
NB_000990,Customer_990,68,Male,Lagos,Savings,203757,82097,Self-Employed,4.2,False,,0,553,11,True,2016-12-04 03:33:56.818409184
NB_000991,Customer_991,42,Male,Oyo,Current,983604,2395105,Employed,5.1,False,,0,585,7,True,2016-12-06 16:56:25.692846400
NB_000992,Customer_992,66,Female,Anambra,Current,485120,329508,Employed,2.9,False,,0,692,9,True,2016-12-09 06:18:54.567283616
NB_000993,Customer_993,61,Male,Oyo,Student,172484,238154,Employed,5.0,True,,3377770,743,13,True,2016-12-11 19:41:23.441720832
NB_000994,Customer_994,32,Male,Kaduna,Savings,117040,1515044,Employed,0.3,False,,0,712,14,True,2016-12-14 09:03:52.316158048
NB_000995,Customer_995,38,Male,Osun,Current,53066,82637,Student,1.7,True,Education,2202678,797,13,False,2016-12-16 22:26:21.190595296
NB_000996,Customer_996,29,Female,Osun,Savings,2080949,453738,Self-Employed,3.7,False,,0,750,20,True,2016-12-19 11:48:50.065032512
NB_000997,Customer_997,20,Female,Kaduna,Savings,190676,1354551,Employed,0.6,False,,0,525,16,True,2016-12-22 01:11:18.939469728
NB_000998,Customer_998,53,Male,Kaduna,Current,85903,1552057,Unemployed,7.7,False,,0,569,15,False,2016-12-24 14:33:47.813906944
NB_000999,Customer_999,67,Female,Edo,Current,26370,792882,Retired,0.2,False,,0,739,12,True,2016-12-27 03:56:16.688344160
NB_001000,Customer_1000,28,Female,Lagos,Fixed Deposit,48410,533558,Employed,5.0,True,Auto,614967,412,21,True,2016-12-29 17:18:45.562781376
NB_001001,Customer_1001,36,Female,Osun,Savings,374675,2661940,Employed,4.0,False,,0,761,11,True,2017-01-01 06:41:14.437218592
NB_001002,Customer_1002,57,Male,Edo,Fixed Deposit,183142,798925,Student,18.2,False,,0,510,12,True,2017-01-03 20:03:43.311655808
NB_001003,Customer_1003,40,Male,Rivers,Savings,494842,357920,Unemployed,2.9,False,,0,425,21,True,2017-01-06 09:26:12.186093024
NB_001004,Customer_1004,21,Male,Lagos,Current,272831,1115826,Employed,1.5,False,,0,601,7,False,2017-01-08 22:48:41.060530240
NB_001005,Customer_1005,68,Male,Delta,Savings,162177,52836,Employed,12.0,True,,1537068,563,25,False,2017-01-11 12:11:09.934967456
NB_001006,Customer_1006,46,Male,Osun,Current,322645,1563864,Employed,5.8,False,,0,623,19,True,2017-01-14 01:33:38.809404672
NB_001007,Customer_1007,72,Female,Oyo,Fixed Deposit,749442,932199,Employed,0.4,False,,0,735,16,True,2017-01-16 14:56:07.683841920
NB_001008,Customer_1008,63,Female,Imo,Savings,361493,503519,Self-Employed,5.8,False,,0,752,11,True,2017-01-19 04:18:36.558279136
NB_001009,Customer_1009,60,Male,Osun,Savings,282415,308807,Employed,1.7,False,,0,702,15,True,2017-01-21 17:41:05.432716352
NB_001010,Customer_1010,59,Female,Delta,Savings,38097,1331413,Employed,3.8,True,Personal,7884238,669,15,True,2017-01-24 07:03:34.307153568
NB_001011,Customer_1011,29,Female,Anambra,Fixed Deposit,65115,852849,Employed,2.2,False,,0,717,18,False,2017-01-26 20:26:03.181590784
NB_001012,Customer_1012,45,Male,Osun,Savings,6080,2164422,Employed,2.2,True,,659460,600,16,False,2017-01-29 09:48:32.056028000
NB_001013,Customer_1013,38,Male,Lagos,Current,227259,1963922,Employed,5.6,False,,0,607,11,True,2017-01-31 23:11:00.930465216
NB_001014,Customer_1014,72,Male,Osun,Current,6799616,185627,Retired,1.0,False,,0,700,17,True,2017-02-03 12:33:29.804902432
NB_001015,Customer_1015,69,Female,Edo,Savings,335675,109372,Employed,4.1,False,,0,576,14,True,2017-02-06 01:55:58.679339648
NB_001016,Customer_1016,69,Male,Osun,Current,75671,111186,Employed,5.9,False,,0,714,17,True,2017-02-08 15:18:27.553776864
NB_001017,Customer_1017,69,Female,Delta,Current,198415,909718,Employed,0.8,False,,0,634,15,False,2017-02-11 04:40:56.428214080
NB_001018,Customer_1018,61,Female,Osun,Student,257505,1115286,Employed,4.8,False,,0,699,17,True,2017-02-13 18:03:25.302651296
NB_001019,Customer_1019,62,Female,Rivers,Savings,603602,865615,Retired,1.3,True,Education,5473581,704,21,False,2017-02-16 07:25:54.177088544
NB_001020,Customer_1020,63,Male,Rivers,Fixed Deposit,145631,227024,Employed,12.0,False,,0,633,14,True,2017-02-18 20:48:23.051525760
NB_001021,Customer_1021,66,Male,Imo,Savings,3208,2161053,Employed,3.7,False,,0,819,14,False,2017-02-21 10:10:51.925962976
NB_001022,Customer_1022,46,Female,Anambra,Savings,43192,1289909,Employed,4.7,False,,0,559,16,True,2017-02-23 23:33:20.800400192
NB_001023,Customer_1023,41,Female,Kano,Savings,2861065,376649,Employed,1.4,False,,0,727,8,True,2017-02-26 12:55:49.674837408
NB_001024,Customer_1024,43,Male,Imo,Student,293445,1267337,Unemployed,4.7,True,Personal,6773895,598,21,True,2017-03-01 02:18:18.549274624
NB_001025,Customer_1025,43,Female,Anambra,Current,86625,137391,Employed,2.1,True,Mortgage,3756985,652,13,True,2017-03-03 15:40:47.423711840
NB_001026,Customer_1026,34,Male,Kaduna,Current,42691,723965,Employed,7.9,False,,0,687,10,True,2017-03-06 05:03:16.298149056
NB_001027,Customer_1027,61,Female,Imo,Fixed Deposit,93567,355865,Student,0.5,False,,0,665,12,False,2017-03-08 18:25:45.172586272
NB_001028,Customer_1028,51,Female,Imo,Student,106746,3408137,Employed,5.6,False,,0,589,12,True,2017-03-11 07:48:14.047023488
NB_001029,Customer_1029,24,Female,Edo,Current,565389,181946,Self-Employed,17.1,False,,0,620,11,True,2017-03-13 21:10:42.921460704
NB_001030,Customer_1030,63,Female,Rivers,Savings,570096,644428,Employed,1.3,False,,0,526,16,True,2017-03-16 10:33:11.795897920
NB_001031,Customer_1031,47,Male,Rivers,Savings,29086,176477,Self-Employed,1.4,False,,0,641,14,False,2017-03-18 23:55:40.670335136
NB_001032,Customer_1032,38,Female,Edo,Savings,749038,1362693,Retired,0.9,False,,0,644,14,True,2017-03-21 13:18:09.544772384
NB_001033,Customer_1033,29,Male,Kaduna,Savings,359868,677993,Employed,4.8,False,,0,638,15,True,2017-03-24 02:40:38.419209600
NB_001034,Customer_1034,63,Male,Kano,Current,3632067,219730,Employed,7.4,False,,0,665,16,False,2017-03-26 16:03:07.293646816
NB_001035,Customer_1035,33,Female,Kaduna,Savings,75549,168315,Unemployed,1.5,False,,0,603,13,False,2017-03-29 05:25:36.168084032
NB_001036,Customer_1036,26,Male,Osun,Savings,27411,1154631,Employed,2.9,False,,0,656,9,True,2017-03-31 18:48:05.042521248
NB_001037,Customer_1037,22,Male,Kano,Savings,1178655,599759,Retired,0.2,False,,0,666,9,True,2017-04-03 08:10:33.916958464
NB_001038,Customer_1038,46,Female,Rivers,Current,80365,165587,Employed,0.8,False,,0,850,13,True,2017-04-05 21:33:02.791395680
NB_001039,Customer_1039,48,Male,Imo,Current,89925,322283,Employed,5.0,False,,0,549,7,True,2017-04-08 10:55:31.665832896
NB_001040,Customer_1040,32,Male,Edo,Savings,1121809,632084,Employed,2.3,True,,6725091,702,15,True,2017-04-11 00:18:00.540270112
NB_001041,Customer_1041,21,Male,Kaduna,Current,79001,1564189,Employed,5.4,False,,0,582,14,True,2017-04-13 13:40:29.414707328
NB_001042,Customer_1042,53,Female,Lagos,Savings,98896,811586,Employed,2.3,False,,0,639,14,True,2017-04-16 03:02:58.289144544
NB_001043,Customer_1043,69,Female,Imo,Student,85184,433136,Employed,6.9,True,,1067649,792,13,False,2017-04-18 16:25:27.163581760
NB_001044,Customer_1044,58,Female,Rivers,Student,7662941,645031,Student,4.7,True,,1673153,644,10,True,2017-04-21 05:47:56.038019008
NB_001045,Customer_1045,39,Male,Delta,Fixed Deposit,38986,60845,Employed,0.0,True,Business,707550,714,18,True,2017-04-23 19:10:24.912456224
NB_001046,Customer_1046,60,Male,Imo,Fixed Deposit,558491,413194,Employed,7.0,True,Education,1596140,823,17,False,2017-04-26 08:32:53.786893440
NB_001047,Customer_1047,19,Female,Osun,Savings,109571,1166348,Employed,3.0,False,,0,547,15,True,2017-04-28 21:55:22.661330656
NB_001048,Customer_1048,19,Female,Lagos,Savings,582227,354618,Employed,0.0,False,,0,701,11,False,2017-05-01 11:17:51.535767872
NB_001049,Customer_1049,27,Female,Rivers,Fixed Deposit,617248,65144,Self-Employed,4.8,False,,0,662,11,True,2017-05-04 00:40:20.410205088
NB_001050,Customer_1050,43,Female,Oyo,Current,250278,195130,Employed,1.0,True,,863615,594,14,True,2017-05-06 14:02:49.284642304
NB_001051,Customer_1051,51,Male,Kano,Savings,67674,20029,Employed,14.9,False,,0,567,15,False,2017-05-09 03:25:18.159079520
NB_001052,Customer_1052,47,Female,Lagos,Savings,113201,1053446,Employed,6.0,True,,148048,553,10,True,2017-05-11 16:47:47.033516736
NB_001053,Customer_1053,37,Male,Kano,Savings,21079,1039978,Employed,8.3,False,,0,547,19,True,2017-05-14 06:10:15.907953952
NB_001054,Customer_1054,49,Male,Kaduna,Student,1351877,457727,Employed,3.7,False,,0,692,17,True,2017-05-16 19:32:44.782391168
NB_001055,Customer_1055,20,Male,Delta,Current,29559,393343,Employed,1.3,False,,0,641,16,True,2017-05-19 08:55:13.656828384
NB_001056,Customer_1056,24,Female,Edo,Savings,66336,325615,Student,1.6,False,,0,658,22,True,2017-05-21 22:17:42.531265632
NB_001057,Customer_1057,51,Female,Imo,Student,176678,79557,Employed,1.7,False,,0,718,16,False,2017-05-24 11:40:11.405702848
NB_001058,Customer_1058,73,Female,Lagos,Savings,16203,41875,Employed,4.3,False,,0,542,14,False,2017-05-27 01:02:40.280140064
NB_001059,Customer_1059,29,Male,Imo,Student,72216,3508762,Employed,1.0,True,,2115225,547,22,False,2017-05-29 14:25:09.154577280
NB_001060,Customer_1060,67,Female,Oyo,Savings,158249,499545,Employed,20.0,False,,0,396,23,True,2017-06-01 03:47:38.029014496
NB_001061,Customer_1061,54,Female,Kaduna,Savings,24167,726693,Retired,11.8,False,,0,610,18,False,2017-06-03 17:10:06.903451712
NB_001062,Customer_1062,55,Female,Edo,Savings,36353,656084,Employed,0.0,False,,0,541,19,True,2017-06-06 06:32:35.777888928
NB_001063,Customer_1063,23,Male,Imo,Current,1622159,881496,Student,4.7,False,,0,695,13,False,2017-06-08 19:55:04.652326144
NB_001064,Customer_1064,27,Male,Osun,Current,129579,405196,Employed,0.3,False,,0,809,10,False,2017-06-11 09:17:33.526763360
NB_001065,Customer_1065,29,Male,Edo,Savings,30260,203613,Employed,5.6,False,,0,703,21,True,2017-06-13 22:40:02.401200576
NB_001066,Customer_1066,58,Female,Anambra,Current,177864,3086298,Employed,5.3,True,,451870,732,9,True,2017-06-16 12:02:31.275637792
NB_001067,Customer_1067,43,Female,Imo,Savings,7845,429434,Employed,1.4,False,,0,709,13,True,2017-06-19 01:25:00.150075008
NB_001068,Customer_1068,58,Male,Anambra,Savings,64959,1848875,Employed,0.8,False,,0,477,12,True,2017-06-21 14:47:29.024512224
NB_001069,Customer_1069,66,Male,Osun,Savings,208709,2281658,Employed,6.9,False,,0,730,18,True,2017-06-24 04:09:57.898949472
NB_001070,Customer_1070,48,Female,Imo,Current,154539,3448590,Self-Employed,0.5,False,,0,558,15,True,2017-06-26 17:32:26.773386688
NB_001071,Customer_1071,63,Female,Rivers,Savings,4449489,571478,Employed,5.9,False,,0,850,26,True,2017-06-29 06:54:55.647823904
NB_001072,Customer_1072,25,Male,Anambra,Savings,148106,1228818,Employed,0.9,True,,544987,632,16,False,2017-07-01 20:17:24.522261120
NB_001073,Customer_1073,33,Female,Oyo,Fixed Deposit,52412,634675,Unemployed,1.5,False,,0,671,16,False,2017-07-04 09:39:53.396698336
NB_001074,Customer_1074,69,Male,Kano,Savings,292100,159643,Self-Employed,0.6,False,,0,620,12,True,2017-07-06 23:02:22.271135552
NB_001075,Customer_1075,39,Female,Imo,Savings,44886,662945,Employed,6.7,False,,0,614,14,True,2017-07-09 12:24:51.145572768
NB_001076,Customer_1076,31,Male,Delta,Savings,8553,88010,Self-Employed,7.6,True,Business,3387496,633,9,True,2017-07-12 01:47:20.020009984
NB_001077,Customer_1077,71,Male,Imo,Current,146276,2368211,Student,7.1,False,,0,683,13,False,2017-07-14 15:09:48.894447200
NB_001078,Customer_1078,25,Female,Anambra,Current,2170735,235435,Employed,2.5,True,,802486,660,5,False,2017-07-17 04:32:17.768884416
NB_001079,Customer_1079,74,Female,Kano,Savings,84847,626318,Employed,0.7,False,,0,717,25,True,2017-07-19 17:54:46.643321632
NB_001080,Customer_1080,35,Female,Oyo,Savings,194178,113009,Employed,0.6,False,,0,531,18,True,2017-07-22 07:17:15.517758848
NB_001081,Customer_1081,47,Male,Kano,Current,368231,435536,Unemployed,3.0,False,,0,660,18,True,2017-07-24 20:39:44.392196096
NB_001082,Customer_1082,39,Female,Kano,Current,17469,75913,Employed,1.2,True,Personal,2289349,804,16,True,2017-07-27 10:02:13.266633312
NB_001083,Customer_1083,48,Female,Kano,Savings,14428,621022,Employed,5.0,True,,1062879,736,20,True,2017-07-29 23:24:42.141070528
NB_001084,Customer_1084,65,Female,Lagos,Student,781157,524263,Self-Employed,8.3,True,Mortgage,379189,823,18,True,2017-08-01 12:47:11.015507744
NB_001085,Customer_1085,32,Male,Lagos,Student,290284,46464,Self-Employed,0.5,False,,0,510,16,True,2017-08-04 02:09:39.889944960
NB_001086,Customer_1086,39,Female,Kaduna,Current,19379,188902,Employed,0.1,False,,0,550,14,True,2017-08-06 15:32:08.764382176
NB_001087,Customer_1087,36,Male,Oyo,Savings,53330,916977,Employed,0.1,True,,1524067,696,15,True,2017-08-09 04:54:37.638819392
NB_001088,Customer_1088,45,Female,Anambra,Savings,701243,162263,Self-Employed,0.2,False,,0,627,16,True,2017-08-11 18:17:06.513256608
NB_001089,Customer_1089,46,Male,Rivers,Fixed Deposit,37418,2069394,Student,10.3,False,,0,688,18,True,2017-08-14 07:39:35.387693824
NB_001090,Customer_1090,26,Male,Edo,Savings,2920173,5153219,Employed,2.7,False,,0,803,16,True,2017-08-16 21:02:04.262131040
NB_001091,Customer_1091,73,Male,Osun,Savings,9067,977229,Self-Employed,5.2,False,,0,495,16,False,2017-08-19 10:24:33.136568256
NB_001092,Customer_1092,58,Female,Oyo,Savings,769793,264448,Employed,3.6,False,,0,495,15,False,2017-08-21 23:47:02.011005472
NB_001093,Customer_1093,72,Male,Oyo,Savings,634199,428207,Self-Employed,5.6,False,,0,574,16,True,2017-08-24 13:09:30.885442720
NB_001094,Customer_1094,55,Male,Delta,Current,89591,636062,Employed,0.2,False,,0,544,12,True,2017-08-27 02:31:59.759879936
NB_001095,Customer_1095,21,Female,Edo,Savings,619667,1485975,Employed,1.7,True,,1257250,594,7,True,2017-08-29 15:54:28.634317152
NB_001096,Customer_1096,52,Female,Oyo,Fixed Deposit,34623,644570,Retired,0.0,False,,0,716,15,False,2017-09-01 05:16:57.508754368
NB_001097,Customer_1097,55,Female,Oyo,Fixed Deposit,1704176,2263803,Student,0.5,False,,0,671,16,False,2017-09-03 18:39:26.383191584
NB_001098,Customer_1098,40,Male,Rivers,Fixed Deposit,74468,388825,Retired,5.5,False,,0,468,14,True,2017-09-06 08:01:55.257628800
NB_001099,Customer_1099,48,Male,Anambra,Savings,99666,312480,Employed,9.5,False,,0,616,20,True,2017-09-08 21:24:24.132066016
NB_001100,Customer_1100,21,Female,Kaduna,Savings,1157897,348887,Unemployed,3.6,True,Personal,2555088,641,12,True,2017-09-11 10:46:53.006503232
NB_001101,Customer_1101,68,Female,Imo,Savings,376983,92206,Retired,8.9,False,,0,512,17,True,2017-09-14 00:09:21.880940448
NB_001102,Customer_1102,73,Female,Lagos,Fixed Deposit,196118,660712,Self-Employed,0.4,True,,302537,753,18,True,2017-09-16 13:31:50.755377664
NB_001103,Customer_1103,66,Male,Lagos,Savings,181937,2396300,Employed,3.0,False,,0,850,16,True,2017-09-19 02:54:19.629814880
NB_001104,Customer_1104,34,Female,Anambra,Savings,531424,1344589,Employed,2.2,False,,0,526,18,True,2017-09-21 16:16:48.504252096
NB_001105,Customer_1105,54,Male,Imo,Savings,2169645,182990,Employed,3.3,False,,0,716,15,True,2017-09-24 05:39:17.378689312
NB_001106,Customer_1106,71,Male,Lagos,Fixed Deposit,2280431,193265,Student,1.1,False,,0,630,12,True,2017-09-26 19:01:46.253126560
NB_001107,Customer_1107,28,Male,Kano,Student,35335,743848,Unemployed,1.3,True,,2425463,502,15,True,2017-09-29 08:24:15.127563776
NB_001108,Customer_1108,71,Male,Osun,Current,524133,2137621,Employed,0.1,True,Mortgage,2861817,654,20,True,2017-10-01 21:46:44.002000992
NB_001109,Customer_1109,21,Male,Rivers,Savings,189880,371987,Employed,0.7,False,,0,807,14,True,2017-10-04 11:09:12.876438208
NB_001110,Customer_1110,49,Male,Oyo,Student,40607,1364071,Employed,0.4,False,,0,692,21,False,2017-10-07 00:31:41.750875424
NB_001111,Customer_1111,46,Male,Imo,Current,107150,1050902,Employed,2.4,False,,0,614,18,True,2017-10-09 13:54:10.625312640
NB_001112,Customer_1112,58,Male,Edo,Student,106589,596335,Self-Employed,0.4,True,,336897,542,18,True,2017-10-12 03:16:39.499749856
NB_001113,Customer_1113,18,Male,Delta,Savings,84736,380685,Employed,0.6,False,,0,616,12,True,2017-10-14 16:39:08.374187072
NB_001114,Customer_1114,62,Male,Kaduna,Fixed Deposit,34579,25377,Self-Employed,0.2,True,,1317180,625,15,True,2017-10-17 06:01:37.248624288
NB_001115,Customer_1115,59,Female,Anambra,Savings,90636,768629,Student,3.3,True,,1962127,703,11,True,2017-10-19 19:24:06.123061504
NB_001116,Customer_1116,50,Male,Delta,Savings,62183,3596287,Employed,1.5,False,,0,693,10,False,2017-10-22 08:46:34.997498720
NB_001117,Customer_1117,56,Female,Rivers,Fixed Deposit,135878,503960,Retired,3.8,True,Mortgage,2574069,588,15,False,2017-10-24 22:09:03.871935936
NB_001118,Customer_1118,29,Male,Kaduna,Savings,424058,510851,Employed,1.2,False,,0,535,13,False,2017-10-27 11:31:32.746373184
NB_001119,Customer_1119,33,Male,Imo,Fixed Deposit,24764,4880967,Student,0.7,False,,0,729,18,True,2017-10-30 00:54:01.620810400
NB_001120,Customer_1120,39,Female,Imo,Savings,215183,482520,Employed,2.3,True,,900779,615,18,False,2017-11-01 14:16:30.495247616
NB_001121,Customer_1121,74,Female,Edo,Savings,22479,3535418,Student,7.9,False,,0,827,20,True,2017-11-04 03:38:59.369684832
NB_001122,Customer_1122,63,Female,Anambra,Student,340487,528903,Retired,0.8,False,,0,478,12,False,2017-11-06 17:01:28.244122048
NB_001123,Customer_1123,57,Male,Osun,Savings,143898,1481378,Employed,4.1,True,,490751,654,10,False,2017-11-09 06:23:57.118559264
NB_001124,Customer_1124,68,Female,Anambra,Savings,238665,677069,Employed,2.9,True,Business,1963286,473,17,True,2017-11-11 19:46:25.992996480
NB_001125,Customer_1125,34,Female,Kano,Savings,120001,84022,Self-Employed,5.4,False,,0,536,17,True,2017-11-14 09:08:54.867433696
NB_001126,Customer_1126,48,Female,Lagos,Fixed Deposit,227493,232679,Self-Employed,1.3,False,,0,703,16,False,2017-11-16 22:31:23.741870912
NB_001127,Customer_1127,61,Female,Anambra,Savings,78097,763229,Self-Employed,1.9,False,,0,803,10,True,2017-11-19 11:53:52.616308128
NB_001128,Customer_1128,60,Female,Osun,Fixed Deposit,85908,1162367,Self-Employed,0.3,True,Business,881196,749,15,True,2017-11-22 01:16:21.490745344
NB_001129,Customer_1129,48,Female,Edo,Current,63271,483048,Employed,1.2,True,Auto,847651,640,18,True,2017-11-24 14:38:50.365182560
NB_001130,Customer_1130,52,Female,Lagos,Current,265339,1045361,Employed,0.4,False,,0,711,12,True,2017-11-27 04:01:19.239619808
NB_001131,Customer_1131,40,Male,Kaduna,Current,20323,876483,Self-Employed,1.8,True,Mortgage,169332,545,9,False,2017-11-29 17:23:48.114057024
NB_001132,Customer_1132,48,Male,Anambra,Savings,311209,777596,Employed,0.4,False,,0,652,18,False,2017-12-02 06:46:16.988494240
NB_001133,Customer_1133,33,Male,Edo,Savings,108883,746170,Employed,1.8,True,,201706,770,8,True,2017-12-04 20:08:45.862931456
NB_001134,Customer_1134,32,Male,Delta,Current,1025807,265531,Employed,3.5,True,Business,6388666,627,17,False,2017-12-07 09:31:14.737368672
NB_001135,Customer_1135,63,Female,Oyo,Savings,298175,420398,Employed,4.0,True,,8873170,615,17,True,2017-12-09 22:53:43.611805888
NB_001136,Customer_1136,51,Female,Edo,Fixed Deposit,71795,667632,Self-Employed,2.1,True,,2047554,637,14,True,2017-12-12 12:16:12.486243104
NB_001137,Customer_1137,42,Female,Anambra,Current,209306,507577,Employed,12.6,True,,784784,722,19,True,2017-12-15 01:38:41.360680320
NB_001138,Customer_1138,74,Female,Lagos,Savings,117851,208472,Employed,7.8,False,,0,710,20,False,2017-12-17 15:01:10.235117536
NB_001139,Customer_1139,24,Male,Lagos,Savings,966656,794880,Employed,0.7,False,,0,540,17,True,2017-12-20 04:23:39.109554752
NB_001140,Customer_1140,37,Female,Kaduna,Savings,14782,2044742,Employed,8.1,False,,0,513,11,True,2017-12-22 17:46:07.983991968
NB_001141,Customer_1141,54,Male,Anambra,Savings,68034,408692,Self-Employed,3.4,False,,0,665,15,True,2017-12-25 07:08:36.858429184
NB_001142,Customer_1142,73,Female,Oyo,Current,225097,202286,Employed,2.2,False,,0,652,14,True,2017-12-27 20:31:05.732866400
NB_001143,Customer_1143,23,Male,Oyo,Current,44616,195677,Employed,6.1,False,,0,772,11,True,2017-12-30 09:53:34.607303648
NB_001144,Customer_1144,42,Male,Kaduna,Savings,580550,1968181,Self-Employed,0.0,False,,0,525,11,True,2018-01-01 23:16:03.481740864
NB_001145,Customer_1145,60,Male,Rivers,Savings,68297,1336317,Employed,0.4,False,,0,685,12,True,2018-01-04 12:38:32.356178080
NB_001146,Customer_1146,70,Male,Kano,Current,57140,125662,Employed,3.8,False,,0,617,15,True,2018-01-07 02:01:01.230615296
NB_001147,Customer_1147,61,Male,Imo,Current,295783,1394793,Student,0.8,False,,0,697,18,True,2018-01-09 15:23:30.105052512
NB_001148,Customer_1148,57,Male,Oyo,Student,531447,518457,Employed,0.1,False,,0,759,19,True,2018-01-12 04:45:58.979489728
NB_001149,Customer_1149,18,Female,Anambra,Fixed Deposit,30607,1396861,Employed,3.9,False,,0,723,20,False,2018-01-14 18:08:27.853926944
NB_001150,Customer_1150,39,Female,Edo,Current,3228,319259,Employed,2.4,False,,0,520,17,True,2018-01-17 07:30:56.728364160
NB_001151,Customer_1151,29,Male,Edo,Savings,280625,113122,Employed,6.9,False,,0,691,19,True,2018-01-19 20:53:25.602801376
NB_001152,Customer_1152,26,Female,Imo,Savings,35856,465858,Employed,1.8,False,,0,694,17,True,2018-01-22 10:15:54.477238592
NB_001153,Customer_1153,56,Female,Kano,Fixed Deposit,48118,518495,Employed,4.9,False,,0,689,15,True,2018-01-24 23:38:23.351675808
NB_001154,Customer_1154,27,Male,Anambra,Student,6495,122711,Employed,3.6,False,,0,638,12,True,2018-01-27 13:00:52.226113024
NB_001155,Customer_1155,28,Female,Kano,Savings,143618,106718,Student,0.3,True,Business,4698233,708,17,True,2018-01-30 02:23:21.100550272
NB_001156,Customer_1156,36,Male,Kaduna,Current,344575,210358,Employed,1.4,False,,0,553,21,True,2018-02-01 15:45:49.974987488
